document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
e80dcfbc4d200c173d6ac969a9b160a40a1edf70,train,Who is Iris to Lenny?,His ex-girlfriend's friend.,she is a friend of his ex-girlfriend,Who is Iris to Lenny ?,His ex-girlfriend s friend .,she is a friend of his ex-girlfriend
e80dcfbc4d200c173d6ac969a9b160a40a1edf70,train,Who is Faith's boyfriend?,Philo Gant,Philo Gant,Who is Faith s boyfriend ?,Philo Gant,Philo Gant
e814b013d044140a64ff47ad920009fe7c9db547,train,Who is Aina?,A human slave that the earth men found on Mars.,A slave.,Who is Aina ?,A human slave that the earth men found on Mars .,A slave .
e8f4c55b6eed0c4e0e6b34b48651bafa884ae1b5,train,Who is Ashe's employer?,Mammoth Publishing Company,"First Mammoth Publishing Company, and then Mr. Peters",Who is Ashe s employer ?,Mammoth Publishing Company,"First Mammoth Publishing Company , and then Mr. Peters"
e92339d923dacda2b56d536945db17f321e1a47a,train,Who is Gene?,The creepy neighbor who distrusts Tom (and is a Philly's fan),a neighbor,Who is Gene ?,The creepy neighbor who distrusts Tom ( and is a Philly s fan ),a neighbor
e93ace5fb122b6962098ca5c0bf2a9e4e8b86893,train,Who was Adele Tace?,Adele Tace was maid of Madame Dauvray.,Madame Dauvray's maid,Who was Adele Tace ?,Adele Tace was maid of Madame Dauvray .,Madame Dauvray s maid
e93ace5fb122b6962098ca5c0bf2a9e4e8b86893,train,Who is rich?,Madame Dauvray.,Madame Dauvray,Who is rich ?,Madame Dauvray .,Madame Dauvray
e9ff026e90e2506a4e2710fac9cfb0df33248fa4,train,Who is Starwatcher?,A Fuzzy Leader in working with humans.,A fuzzy,Who is Starwatcher ?,A Fuzzy Leader in working with humans .,A fuzzy
ea5d07dd2150a3e4fd5199ab496074839a019ded,train,Who is really responsible to Tina's death?,Freddy Krugger,Freddy,Who is really responsible to Tina s death ?,Freddy Krugger,Freddy
ea6d777ae79760c3e6d087a038f0ecf11c34d586,train,Who is Kroll to Rosmer?,"Kroll is Rosmer's brother in law, friend and local school master. ",His friend and brother-in-law,Who is Kroll to Rosmer ?,"Kroll is Rosmer s brother in law , friend and local school master .",His friend and brother-in-law
eaba6723befdddc5c5177c5c1bf5262d850c2a99,test,Who is Hippolita ?,Manfred's divorced wife,Manfred's first wife,Who is Hippolita ?,Manfred s divorced wife,Manfred s first wife
eb6c58c2168f0a9e60f23b8107d17be92503030f,train,Who is a New England novelist? ,Paine,Paine,Who is a New England novelist ?,Paine,Paine
ebbac675f4d13527d9d6af2aeddff8f92b7e3e4d,valid,Who is Marvin Nash?,the kidnapped police man.,A kidnapped policeman,Who is Marvin Nash ?,the kidnapped police man .,A kidnapped policeman
ec427a332515c850a9a458df1e5878cb5d7917b5,train,WHO IS NEIL DOWNE TO NORMAN?,HIS BEST FRIEND,his best friend,WHO IS NEIL DOWNE TO NORMAN ?,HIS BEST FRIEND,his best friend
ec427a332515c850a9a458df1e5878cb5d7917b5,train,WHO IS ALVIN TO NORMAN?,A SCHOOL BULLY,SCHOOL BULLY,WHO IS ALVIN TO NORMAN ?,A SCHOOL BULLY,SCHOOL BULLY
ec427a332515c850a9a458df1e5878cb5d7917b5,train,WHO IS COURTNEY TO NORMAN?,HIS SISTER,his sister,WHO IS COURTNEY TO NORMAN ?,HIS SISTER,his sister
ec5123faf9944ed8ef012cce89123db124242b3d,test,Who is responsible for the death of Murron?,English Soldiers,English soldiers,Who is responsible for the death of Murron ?,English Soldiers,English soldiers
ec5123faf9944ed8ef012cce89123db124242b3d,test,Who is Longshanks son?,Prince Edward.,Prince Edward,Who is Longshanks son ?,Prince Edward .,Prince Edward
edede4913db00fabf2d1b47e28eeddf56618e977,test,Who is Luca?,Luca is the woman that Luke becomes after he completely transforms into a woman.,female version of luke,Who is Luca ?,Luca is the woman that Luke becomes after he completely transforms into a woman .,female version of luke
ee3ba75510af0a8836993c57cb6809b676edad63,train,Who is Donnie Azoff?,The neighbor Jordan befriends and co-founds their company with,Jordan's neighbor,Who is Donnie Azoff ?,The neighbor Jordan befriends and co-founds their company with,Jordan s neighbor
ee626ccf176e4834186d4125aeaacf6fc2cb2a87,train,Who is Nikolas Rokoff's henchman?,Alexis Paulvitch,Alexis Paulvitch,Who is Nikolas Rokoff s henchman ?,Alexis Paulvitch,Alexis Paulvitch
ee6f2d470966fa272e00d6ad19d12a706545faff,test,Who is Alma?,Hitchcock's wife,Hitchcock's wife.,Who is Alma ?,Hitchcock s wife,Hitchcock s wife .
ee9d965dea242752ee8786b1ec0d53a82a3fde0e,train,Who is Sofronia's lover?,Olindo,Olindo,Who is Sofronia s lover ?,Olindo,Olindo
eec864a5517c25d30b351c93c57054bb89811368,train,Who is Androcles?,a Christian clothes maker who is on the run from the Romans who want to kill him,A fugitive Christian,Who is Androcles ?,a Christian clothes maker who is on the run from the Romans who want to kill him,A fugitive Christian
eec864a5517c25d30b351c93c57054bb89811368,train,Who is Ferrovius?,a new Christian who is having issues with the Christian practices he is trying to learn and his violent tendencies. ,A new Christian convert. ,Who is Ferrovius ?,a new Christian who is having issues with the Christian practices he is trying to learn and his violent tendencies .,A new Christian convert .
ef102d02ce5962470a8cbf9d9219625d0080384c,train,Who is Glencora to Plantagenet Palliser? ,Plantagenet's wife. ,his wife,Who is Glencora to Plantagenet Palliser ?,Plantagenet s wife .,his wife
ef102d02ce5962470a8cbf9d9219625d0080384c,train,Who is Phineas Finn to the Duke?,An old colleague. ,his defender,Who is Phineas Finn to the Duke ?,An old colleague .,his defender
ef31dd1863ac76fa8be81963c77e8c86ed67db74,train,Who is Arthur Lestrange?,He is the father of Dicky and uncle of Emmeline.,"Father of Dicky, Uncle of Emmeline",Who is Arthur Lestrange ?,He is the father of Dicky and uncle of Emmeline .,"Father of Dicky , Uncle of Emmeline"
ef31dd1863ac76fa8be81963c77e8c86ed67db74,train,Who is Arthur?,He is Dickey's father and Emmeline's uncle.,Dicky's father and Emmeline's uncle.,Who is Arthur ?,He is Dickey s father and Emmeline s uncle .,Dicky s father and Emmeline s uncle .
ef8b2d07b6d31531a169fefa7a7585b43aa71f60,train,Who is Mimi?,Alans neighbor.,One of Alan's not quite human neighbors.,Who is Mimi ?,Alans neighbor .,One of Alan s not quite human neighbors .
ef92e6a5b6fe08813c84e8349ddd2cb2dc842bc7,test,Who is bisexual?,Catherine Tramell,Catherine Tramell.,Who is bisexual ?,Catherine Tramell,Catherine Tramell .
efb0cbe1fdfe5278fa0028c67230ba7b81c27635,train,Who was Griffin's assistant?,Thomas Marvel.,Thomas Marvel.,Who was Griffin s assistant ?,Thomas Marvel .,Thomas Marvel .
f01426d161b74fa8cc69b259b8460271b8c70121,train,Who is Ascanius the son of?,Aeneas,Aeneas's,Who is Ascanius the son of ?,Aeneas,Aeneas s
f01426d161b74fa8cc69b259b8460271b8c70121,train,Who is Dido?,The Queen of Carthage,The queen of carthage,Who is Dido ?,The Queen of Carthage,The queen of carthage
f01426d161b74fa8cc69b259b8460271b8c70121,train,Who is Jupiter's wife?,Juno,Juno,Who is Jupiter s wife ?,Juno,Juno
f01426d161b74fa8cc69b259b8460271b8c70121,train,Who is Juno to Jupiter? ,Juno is Jupiter's wife. ,Jupiter's wife,Who is Juno to Jupiter ?,Juno is Jupiter s wife .,Jupiter s wife
f01426d161b74fa8cc69b259b8460271b8c70121,train,Who is Aeneas to Venus?,Aeneas is Venus' son.,Aeneas is Venus's son,Who is Aeneas to Venus ?,Aeneas is Venus ' son .,Aeneas is Venus s son
f070ce5262bb59e814309025a4fb2adde266fe35,train,Who is Jeffrey?,Joe's roommate/lover from Oxford,Joe's roommate and lover. ,Who is Jeffrey ?,Joe s roommate/lover from Oxford,Joe s roommate and lover .
f1239e5e117e2e30093e5cb5c98db3ce935a055b,train,Who is Countess Mary Korotkova to Prince Stepan Kasatsky?,His fiance.,His fiancee ,Who is Countess Mary Korotkova to Prince Stepan Kasatsky ?,His fiance .,His fiancee
f19862b256b0ce49a796c88b2c80399b9f24d302,train,Who is Charley?,Charley is Alaric's cousin.,Charley Tudor seems to be a partier who is in love with Katie but is engaged to someone else.,Who is Charley ?,Charley is Alaric s cousin .,Charley Tudor seems to be a partier who is in love with Katie but is engaged to someone else .
f1c34596be81d736e30489c95e62a198b02d9fac,valid,Who is Christopher Blake?,He is a descendant of a rich and arisocratic family.,A descendant of a rich family.,Who is Christopher Blake ?,He is a descendant of a rich and arisocratic family .,A descendant of a rich family .
f2454588fd5606c7a4dedfeddfbfe1cdb580754b,train,WHO WAS YURI BUTSU TO SERA?,HER PIMP,Her pimp.,WHO WAS YURI BUTSU TO SERA ?,HER PIMP,Her pimp .
f25715af54045266164c91b6de03814f9d8bca8f,train,Who is Boba Fett?,A notorious bounty hunter,A bounty hunter for Darth Vader,Who is Boba Fett ?,A notorious bounty hunter,A bounty hunter for Darth Vader
f25715af54045266164c91b6de03814f9d8bca8f,train,Who is Boba Fett?,A notorious bounty hunter tasked by Darth Vader to find the Millennium Falcon.,bounty hunter,Who is Boba Fett ?,A notorious bounty hunter tasked by Darth Vader to find the Millennium Falcon .,bounty hunter
f324b3fdf4815ba0073872d15405510f34bb9d2a,train,Who is already in the dugout?,A senior officer.,A senior officer,Who is already in the dugout ?,A senior officer .,A senior officer
f332e6f13bebaadce541f01d1a86f53058813db9,train,Who was John Holroyd in relation to Gibbon?,His friend,a friend,Who was John Holroyd in relation to Gibbon ?,His friend,a friend
f332e6f13bebaadce541f01d1a86f53058813db9,train,Who is Suzanne Curchod to Gibbon? ,Gibbon's Swiss girlfriend. ,His one time lover,Who is Suzanne Curchod to Gibbon ?,Gibbon s Swiss girlfriend .,His one time lover
f3dfd74b81d1cc1db840db8bceabc4da2bdf2953,train,Who is Anna?,"She is Emma, with new memories.",Emma's new identity.,Who is Anna ?,"She is Emma , with new memories .",Emma s new identity .
f3f6610dba556fdbd410fb8bf356c6b24fda45f0,train,Who is Richard Scruggs?,"He is a lawyer, who is heading the case against the tobacco companies",An attorney for Mississippi in a lawsuit against tobacco companies.,Who is Richard Scruggs ?,"He is a lawyer , who is heading the case against the tobacco companies",An attorney for Mississippi in a lawsuit against tobacco companies .
f4148de27a9751817e9823d0b2e1d253d7b6b8e9,train,WHO IS EMMELINE TO CLARENCE MUMFORD?,HIS WIFE,She is his wife.,WHO IS EMMELINE TO CLARENCE MUMFORD ?,HIS WIFE,She is his wife .
f4148de27a9751817e9823d0b2e1d253d7b6b8e9,train,WHO IS CECILY TO LOUISE DEKKER?,HER STEPSISTER,She is Cecily's stepsister.,WHO IS CECILY TO LOUISE DEKKER ?,HER STEPSISTER,She is Cecily s stepsister .
f4b73f85ef41a1d9c729959832a6722637e0a6ab,test,Who is Patterson's wife?,Helena.,Helena.,Who is Patterson s wife ?,Helena .,Helena .
f4d34bcb783300803817b84656a65051b017e8f2,train,Who is Harold Percy Smith-Oldwick?,A British aviator,british aviator,Who is Harold Percy Smith-Oldwick ?,A British aviator,british aviator
f5255dcda3e92492cca0b95687bf01d0908b07b4,train,Who is Aziz's organization?,Crimson Jihad.,Crimson Jihad. ,Who is Aziz s organization ?,Crimson Jihad .,Crimson Jihad .
f54615bb99bbb62503c7d55d2cf6a49c2168a46e,test,Who was Conroy's wife?,Linda,Linda.,Who was Conroy s wife ?,Linda,Linda .
f67c7a2c3c54410ebc976f8c2a3b52fa71052c51,train,Who is Segismundo a representation of?,King Philip IV of Spain.,He represents King Philip IV of Spain.,Who is Segismundo a representation of ?,King Philip IV of Spain .,He represents King Philip IV of Spain .
f75afa70c82c3f894abccad514688a835e45c600,train,Who is Todd Anderson's roommate?,Neil Perry.,Neil Perry,Who is Todd Anderson s roommate ?,Neil Perry .,Neil Perry
f75afa70c82c3f894abccad514688a835e45c600,train,Who is Gale Nolan?,The school headmaster.,The Headmaster,Who is Gale Nolan ?,The school headmaster .,The Headmaster
f7bb9eb9306b79cad4b6466f2ac3dcbd0e5fa63a,test,Who is Sister Mary Clarence?,The identity assumed by Deloris Wilson under the Witness Protection Program.,Deloris Wilson,Who is Sister Mary Clarence ?,The identity assumed by Deloris Wilson under the Witness Protection Program .,Deloris Wilson
f7bf427e41af53409d7907160f7908e723b78eb0,train,Who is Erin's lawyer?,Ed Masry,Ed,Who is Erin s lawyer ?,Ed Masry,Ed
f7bf427e41af53409d7907160f7908e723b78eb0,train,Who was Erin's lawyer?,Ed Masry,Ed Masry,Who was Erin s lawyer ?,Ed Masry,Ed Masry
f81b9695ef205b8904e6e174f7e056b92f088e3c,train,Who is Stark's psychiatrist at the mental facility?,Tom Becker,Dr. Thomas Becker,Who is Stark s psychiatrist at the mental facility ?,Tom Becker,Dr. Thomas Becker
f8275ee93c7df3f4daf8a4e78a5d1c2c47d7eba1,train,Who was John A. Scali?,A reporter for ABC news.,John A. Scali was a reporter with ABC News.,Who was John A. Scali ?,A reporter for ABC news .,John A. Scali was a reporter with ABC News .
f8544c9577a500e557ce5ea7b487c867c3de21a9,test,Who is Nancy's boyfriend?,Ned Nickerson,Ned Nickerson.,Who is Nancy s boyfriend ?,Ned Nickerson,Ned Nickerson .
f865713a51422129cd8d15ea2bb1ac324d65afdb,train,Who is Norma's butler?,Max.,Max,Who is Norma s butler ?,Max .,Max
f8de0c6632791304d0cdc32f5edb38a0e565b16f,train,Who is fiercely protective of Lilia's son?,Gino,Gino,Who is fiercely protective of Lilia s son ?,Gino,Gino
f909d31f8d88fe802b45e1e4475353f0d241c5b5,train,Who is Charlemange's nephew?,Portagonist Roland,Roland,Who is Charlemange s nephew ?,Portagonist Roland,Roland
f90f97c9ae38be55921b5e8a93d06ddada82dd1f,valid,Who is Ernest's godfather?,Overton,"Overton, the narrator of the story.",Who is Ernest s godfather ?,Overton,"Overton , the narrator of the story ."
f91675dfda3bf99e3668a7f1ff06f9eacedaf28c,test,Who was Jasper Fenn?,Mountaaineer.,A mountaineer.,Who was Jasper Fenn ?,Mountaaineer .,A mountaineer .
f9eefde042d49c10f82206e9331d5ebe06136aaf,train,Who is Rosamond Vincy?,The Mayor's daughter who marries Lydgate.,"the niece of Mr. Bulstrode, daughter of the mayor, and wife of Lydgate",Who is Rosamond Vincy ?,The Mayor s daughter who marries Lydgate .,"the niece of Mr. Bulstrode , daughter of the mayor , and wife of Lydgate"
fba51a67cf7aa08f14b84721571e67cc840d8203,train,Who is Darcy? ,Nick's coworker and love interest. ,The woman that was hired instead of Nick getting the promotion ,Who is Darcy ?,Nick s coworker and love interest .,The woman that was hired instead of Nick getting the promotion
fbbfafdd97567ddaadc565e18ac617703e1fed66,train,Who is Lucia to Turiddu?, Lucia is his mother.,mother,Who is Lucia to Turiddu ?,Lucia is his mother .,mother
fc7187dffd2fe9018b288b0d81c5e049ce0ad716,test,Who is Thunderdel?,A two headed giant,A two-headed giant.,Who is Thunderdel ?,A two headed giant,A two-headed giant .
fc724594f1ffb52d1101209b11cebc95700ee082,train,Who is Mephistopheles?,The devil.,The Devil.,Who is Mephistopheles ?,The devil .,The Devil .
fc79357de2e376b0fe00069cfe9099ac4ce51426,test,Who was Frenchman de Vac? ,The King's past fencing master. ,the king's fencing master,Who was Frenchman de Vac ?,The King s past fencing master .,the king s fencing master
fcc0308422461028f07592872b425bc34b50b6e6,test,Who is Lapp?,A French man who comes to town claiming he was in a shipwreck.,"Napoleon's aide, Bonaventure de Lissac",Who is Lapp ?,A French man who comes to town claiming he was in a shipwreck .,"Napoleon s aide , Bonaventure de Lissac"
fcf28eb74e5d50c402f34d32ce2370ce1bd12506,test,Who is Mrs. Warrens daughter?,Vivie,Vivie,Who is Mrs. Warrens daughter ?,Vivie,Vivie
fcf6a9c1f0b8b5d551f464275aa47fede6814558,test,Who is Wesley?,A hitman who scalps Betty's husband and is later learned to be Charlie's son.,One of the hitmen chasing Betsy,Who is Wesley ?,A hitman who scalps Betty s husband and is later learned to be Charlie s son .,One of the hitmen chasing Betsy
fdfbfabc1a72a0fb7f31ac7ad9e1ced05c838ef0,train,Who was Richter?,Lori's real husband,Cohaagen's operative and Lori's real husband,Who was Richter ?,Lori s real husband,Cohaagen s operative and Lori s real husband
fdfbfabc1a72a0fb7f31ac7ad9e1ced05c838ef0,train,Who was Melina?,The woman from Quaid dream.,woman from Quaid's dream,Who was Melina ?,The woman from Quaid dream .,woman from Quaid s dream
fdfbfabc1a72a0fb7f31ac7ad9e1ced05c838ef0,train,Who was Benny?,A tax driver,Benny was a taxi driver who also was secretly working for Cohaagen.,Who was Benny ?,A tax driver,Benny was a taxi driver who also was secretly working for Cohaagen .
fe94da874e9c2093a2b381f69ac4130c2ae3e734,train,Who is Scott Smith?,Harvey Milk's lover,Milk's younger gay lover,Who is Scott Smith ?,Harvey Milk s lover,Milk s younger gay lover
fea54b235b1c054d1c90e87f57e3bfb64cbf3a5b,train,Who is Valerie Lewton?,A high school teacher.,Their teacher.,Who is Valerie Lewton ?,A high school teacher .,Their teacher .
fea54b235b1c054d1c90e87f57e3bfb64cbf3a5b,train,Who is William Bludworth?,Bludworth is a mortician. ,A mortician,Who is William Bludworth ?,Bludworth is a mortician .,A mortician
febd3002298e75a9e9b5569500989766137608f8,train,Who is Larry's economics teacher?,Dr. Matsutani,Dr. Ed Matsutani,Who is Larry s economics teacher ?,Dr. Matsutani,Dr. Ed Matsutani
fee64a7ee5b0427d78d666770c064213f245884a,train,Who was Harold Stegeman in reality?,An 8 year old boy who died,Phil Champagne,Who was Harold Stegeman in reality ?,An 8 year old boy who died,Phil Champagne
ffa719867c77cfd8fc661fdb6d8c8d266746e15f,valid,Who is Randi? ,Marianne's sister,Marianne's sister,Who is Randi ?,Marianne s sister,Marianne s sister
ffae045d630abf7e4c282849d16819ceff60c2b0,train,Who is Lisa in relation to Brad?,Brad's girlfriend,his girlfriend,Who is Lisa in relation to Brad ?,Brad s girlfriend,his girlfriend
ffae045d630abf7e4c282849d16819ceff60c2b0,train,Who is Stacy in relation to Brad?,Brad's sister,his sister,Who is Stacy in relation to Brad ?,Brad s sister,his sister
ffcf7daee9cda766d2fcf1f6399b29be41876b21,test,Who is Evelyn's sister and her daughter? ,Katherine,Katherine,Who is Evelyn s sister and her daughter ?,Katherine,Katherine
